key,class,expire_time_gmt,obs_id,obs_name,valid_time_gmt,day_ind,temp,wx_icon,icon_extd,wx_phrase,pressure_tend,pressure_desc,dewPt,heat_index,rh,pressure,vis,wc,wdir,wdir_cardinal,gust,wspd,max_temp,min_temp,precip_total,precip_hrly,snow_hrly,uv_desc,feels_like,uv_index,qualifier,qualifier_svrty,blunt_phrase,terse_phrase,clds,water_temp,primary_wave_period,primary_wave_height,primary_swell_period,primary_swell_height,primary_swell_direction,secondary_swell_period,secondary_swell_height,secondary_swell_direction
KDCA,observation,1451713920,KDCA,Washington/Natl,1451706720,N,38,33,3300,Fair,,,22,38,53,30.13,10,34,210,SSW,,5,,,,0,,Low,34,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451717520,KDCA,Washington/Natl,1451710320,N,37,33,3300,Fair,,,22,37,54,30.12,10,32,260,W,,6,47,36,,0,,Low,32,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451721120,KDCA,Washington/Natl,1451713920,N,36,33,3300,Fair,0,Steady,22,36,57,30.13,10,30,190,S,,7,,,,0,,Low,30,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451724720,KDCA,Washington/Natl,1451717520,N,36,33,3300,Fair,,,22,36,57,30.13,10,31,220,SW,,6,,,,0,,Low,31,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451728320,KDCA,Washington/Natl,1451721120,N,34,33,3300,Fair,,,23,34,64,30.13,10,30,200,SSW,,5,,,,0,,Low,30,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451731920,KDCA,Washington/Natl,1451724720,N,33,33,3300,Fair,2,Falling Rapidly,23,33,66,30.12,10,29,230,SW,,5,,,,0,,Low,29,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451735520,KDCA,Washington/Natl,1451728320,N,33,33,3300,Fair,,,24,33,70,30.12,10,28,220,SW,,6,,,,0,,Low,28,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451739120,KDCA,Washington/Natl,1451731920,N,33,33,3300,Fair,,,23,33,66,30.13,10,28,240,WSW,,6,,,,0,,Low,28,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451742720,KDCA,Washington/Natl,1451735520,N,33,33,3300,Fair,1,Rising Rapidly,23,33,66,30.14,10,29,230,SW,,5,,,,0,,Low,29,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451746320,KDCA,Washington/Natl,1451739120,D,34,34,3400,Fair,,,23,34,64,30.15,10,28,250,WSW,,7,,,,0,,Low,28,1,,,,,FEW,,,,,,,,,
KDCA,observation,1451749920,KDCA,Washington/Natl,1451742720,D,38,34,3400,Fair,,,24,38,57,30.16,10,33,240,WSW,,6,,,,0,,Low,33,1,,,,,FEW,,,,,,,,,
KDCA,observation,1451753520,KDCA,Washington/Natl,1451746320,D,40,34,3400,Fair,1,Rising,26,40,58,30.17,10,36,170,S,,6,,,,0,,Low,36,1,,,,,CLR,,,,,,,,,
KDCA,observation,1451757120,KDCA,Washington/Natl,1451749920,D,43,34,3400,Fair,,,23,43,45,30.16,10,38,250,WSW,,8,,,,0,,Low,38,2,,,,,CLR,,,,,,,,,
KDCA,observation,1451760720,KDCA,Washington/Natl,1451753520,D,45,34,3400,Fair,,,24,45,44,30.12,10,41,290,WNW,,8,,,,0,,Low,41,2,,,,,CLR,,,,,,,,,
KDCA,observation,1451764320,KDCA,Washington/Natl,1451757120,D,46,34,3400,Fair,2,Falling Rapidly,24,46,42,30.08,10,41,240,WSW,,10,,,,0,,Low,41,2,,,,,CLR,,,,,,,,,
KDCA,observation,1451767920,KDCA,Washington/Natl,1451760720,D,48,34,3400,Fair,,,24,48,39,30.05,10,43,250,WSW,16,10,,,,0,,Low,43,2,,,,,CLR,,,,,,,,,
KDCA,observation,1451771520,KDCA,Washington/Natl,1451764320,D,48,34,3400,Fair,,,24,48,39,30.03,10,44,220,SW,,9,,,,0,,Low,44,1,,,,,CLR,,,,,,,,,
KDCA,observation,1451775120,KDCA,Washington/Natl,1451767920,D,48,34,3400,Fair,2,Falling,25,48,41,30.02,10,44,210,SSW,,8,,,,0,,Low,44,1,,,,,CLR,,,,,,,,,
KDCA,observation,1451778720,KDCA,Washington/Natl,1451771520,D,46,34,3400,Fair,,,24,46,42,30.03,10,42,220,SW,,8,,,,0,,Low,42,1,,,,,CLR,,,,,,,,,
KDCA,observation,1451782320,KDCA,Washington/Natl,1451775120,N,44,33,3300,Fair,,,26,44,49,30.03,10,40,190,S,,8,,,,0,,Low,40,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451785920,KDCA,Washington/Natl,1451778720,N,43,33,3300,Fair,0,Steady,26,43,51,30.03,10,39,210,SSW,,6,,,,0,,Low,39,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451789520,KDCA,Washington/Natl,1451782320,N,43,33,3300,Fair,,,25,43,49,30.02,10,43,230,SW,,3,,,,0,,Low,43,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451793120,KDCA,Washington/Natl,1451785920,N,42,33,3300,Fair,,,26,42,53,30.01,10,39,220,SW,,5,,,,0,,Low,39,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451796720,KDCA,Washington/Natl,1451789520,N,41,33,3300,Fair,2,Falling,28,41,60,30.0,10,38,240,WSW,,5,,,,0,,Low,38,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451800320,KDCA,Washington/Natl,1451793120,N,40,33,3300,Fair,,,29,40,65,30.0,10,40,,CALM,,0,,,,0,,Low,40,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451803920,KDCA,Washington/Natl,1451796720,N,38,33,3300,Fair,,,32,38,79,30.0,10,38,190,S,,3,48,32,,0,,Low,38,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451807520,KDCA,Washington/Natl,1451800320,N,37,33,3300,Fair,2,Falling Rapidly,31,37,79,29.97,10,33,170,S,,5,,,,0,,Low,33,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451811120,KDCA,Washington/Natl,1451803920,N,36,33,3300,Fair,,,29,36,76,29.95,10,36,,CALM,,0,,,,0,,Low,36,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451814720,KDCA,Washington/Natl,1451807520,N,34,33,3300,Fair,,,29,34,82,29.95,10,30,220,SW,,5,,,,0,,Low,30,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451818320,KDCA,Washington/Natl,1451811120,N,32,33,3300,Fair,2,Falling Rapidly,28,32,85,29.93,10,26,210,SSW,,7,,,,0,,Low,26,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451821920,KDCA,Washington/Natl,1451814720,N,34,33,3300,Fair,,,30,34,85,29.91,10,34,180,S,,3,,,,0,,Low,34,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451825520,KDCA,Washington/Natl,1451818320,N,32,33,3300,Fair,,,27,32,82,29.9,10,25,200,SSW,,8,,,,0,,Low,25,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451829120,KDCA,Washington/Natl,1451821920,N,34,33,3300,Fair,0,Steady,28,34,79,29.91,10,34,250,WSW,,3,,,,0,,Low,34,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451832720,KDCA,Washington/Natl,1451825520,D,32,34,3400,Fair,,,26,32,79,29.91,10,26,220,SW,,7,,,,0,,Low,26,1,,,,,FEW,,,,,,,,,
KDCA,observation,1451836320,KDCA,Washington/Natl,1451829120,D,35,34,3400,Fair,,,30,35,82,29.92,10,30,190,S,,6,,,,0,,Low,30,1,,,,,FEW,,,,,,,,,
KDCA,observation,1451839920,KDCA,Washington/Natl,1451832720,D,39,34,3400,Fair,0,Steady,28,39,65,29.92,10,34,200,SSW,,7,,,,0,,Low,34,1,,,,,FEW,,,,,,,,,
KDCA,observation,1451843520,KDCA,Washington/Natl,1451836320,D,42,30,3000,Partly Cloudy,,,31,42,65,29.9,10,39,140,SE,,5,,,,0,,Low,39,2,,,,,SCT,,,,,,,,,
KDCA,observation,1451847120,KDCA,Washington/Natl,1451839920,D,46,30,3000,Partly Cloudy,,,31,46,56,29.87,10,43,170,S,,6,,,,0,,Low,43,2,,,,,SCT,,,,,,,,,
KDCA,observation,1451850720,KDCA,Washington/Natl,1451843520,D,49,30,3000,Partly Cloudy,2,Falling Rapidly,32,49,52,29.84,10,44,170,S,,12,,,,0,,Low,44,2,,,,,SCT,,,,,,,,,
KDCA,observation,1451854320,KDCA,Washington/Natl,1451847120,D,51,30,3000,Partly Cloudy,,,26,51,38,29.82,10,51,160,SSE,,6,,,,0,,Low,51,1,,,,,SCT,,,,,,,,,
KDCA,observation,1451857920,KDCA,Washington/Natl,1451850720,D,53,30,3000,Partly Cloudy,,,23,53,31,29.82,10,53,90,E,,3,,,,0,,Low,53,1,,,,,SCT,,,,,,,,,
KDCA,observation,1451861520,KDCA,Washington/Natl,1451854320,D,52,30,3000,Partly Cloudy,0,Steady,27,52,38,29.83,10,52,10,N,,9,,,,0,,Low,52,1,,,,,SCT,,,,,,,,,
KDCA,observation,1451865120,KDCA,Washington/Natl,1451857920,D,49,30,3000,Partly Cloudy,,,24,49,38,29.85,10,45,330,NNW,,9,,,,0,,Low,45,1,,,,,SCT,,,,,,,,,
KDCA,observation,1451868720,KDCA,Washington/Natl,1451861520,N,47,33,3300,Fair,,,26,47,44,29.9,10,40,350,N,,20,,,,0,,Low,40,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451872320,KDCA,Washington/Natl,1451865120,N,41,33,3300,Fair,1,Rising Rapidly,25,41,53,29.96,10,32,350,N,28,20,,,,0,,Low,32,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451875920,KDCA,Washington/Natl,1451868720,N,39,33,3300,Fair,,,25,39,57,29.97,10,31,360,N,,15,,,,0,,Low,31,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451879520,KDCA,Washington/Natl,1451872320,N,38,33,3300,Fair,,,24,38,57,29.98,10,31,350,N,,9,,,,0,,Low,31,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451883120,KDCA,Washington/Natl,1451875920,N,37,33,3300,Fair,1,Rising,24,37,59,29.99,10,31,350,N,,8,,,,0,,Low,31,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451886720,KDCA,Washington/Natl,1451879520,N,37,33,3300,Fair,,,24,37,59,29.98,10,31,340,NNW,,8,,,,0,,Low,31,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451890320,KDCA,Washington/Natl,1451883120,N,36,29,2900,Partly Cloudy,,,24,36,62,29.97,10,30,340,NNW,,8,54,32,,0,,Low,30,0,,,,,SCT,,,,,,,,,
KDCA,observation,1451893920,KDCA,Washington/Natl,1451886720,N,35,29,2900,Partly Cloudy,2,Falling Rapidly,24,35,64,29.96,10,29,330,NNW,,7,,,,0,,Low,29,0,,,,,SCT,,,,,,,,,
KDCA,observation,1451897520,KDCA,Washington/Natl,1451890320,N,35,29,2900,Partly Cloudy,,,24,35,64,29.95,10,31,330,NNW,,5,,,,0,,Low,31,0,,,,,SCT,,,,,,,,,
KDCA,observation,1451901120,KDCA,Washington/Natl,1451893920,N,36,33,3300,Fair,,,23,36,59,29.95,10,32,340,NNW,,5,,,,0,,Low,32,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451904720,KDCA,Washington/Natl,1451897520,N,34,33,3300,Fair,1,Rising Rapidly,24,34,67,29.96,10,27,330,NNW,,8,,,,0,,Low,27,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451908320,KDCA,Washington/Natl,1451901120,N,35,33,3300,Fair,,,24,35,64,29.97,10,27,340,NNW,,10,,,,0,,Low,27,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451911920,KDCA,Washington/Natl,1451904720,N,34,29,2900,Partly Cloudy,,,22,34,61,30.0,10,27,340,NNW,,9,,,,0,,Low,27,0,,,,,SCT,,,,,,,,,
KDCA,observation,1451915520,KDCA,Washington/Natl,1451908320,N,34,27,2700,Mostly Cloudy,1,Rising Rapidly,22,34,61,30.02,10,26,320,NW,,10,,,,0,,Low,26,0,,,,,BKN,,,,,,,,,
KDCA,observation,1451919120,KDCA,Washington/Natl,1451911920,D,35,28,2800,Mostly Cloudy,,,20,35,54,30.04,10,25,340,NNW,29,16,,,,0,,Low,25,1,,,,,BKN,,,,,,,,,
KDCA,observation,1451922720,KDCA,Washington/Natl,1451915520,D,33,30,3090,Partly Cloudy / Windy,,,13,33,43,30.08,10,20,330,NNW,31,24,,,,0,,Low,20,1,,,,,SCT,,,,,,,,,
KDCA,observation,1451926320,KDCA,Washington/Natl,1451919120,D,34,28,2800,Mostly Cloudy,1,Rising,14,34,44,30.09,10,24,320,NW,30,16,,,,0,,Low,24,1,,,,,BKN,,,,,,,,,
KDCA,observation,1451929920,KDCA,Washington/Natl,1451922720,D,36,34,3400,Fair,,,15,36,43,30.11,10,26,340,NNW,,18,,,,0,,Low,26,2,,,,,FEW,,,,,,,,,
KDCA,observation,1451933520,KDCA,Washington/Natl,1451926320,D,37,30,3090,Partly Cloudy / Windy,,,15,37,41,30.09,10,26,330,NNW,28,21,,,,0,,Low,26,2,,,,,SCT,,,,,,,,,
KDCA,observation,1451937120,KDCA,Washington/Natl,1451929920,D,36,30,3090,Partly Cloudy / Windy,2,Falling Rapidly,10,36,34,30.09,10,24,330,NNW,31,23,,,,0,,Low,24,2,,,,,SCT,,,,,,,,,
KDCA,observation,1451940720,KDCA,Washington/Natl,1451933520,D,38,30,3090,Partly Cloudy / Windy,,,10,38,32,30.09,10,28,340,NNW,29,21,,,,0,,Low,28,1,,,,,SCT,,,,,,,,,
KDCA,observation,1451944320,KDCA,Washington/Natl,1451937120,D,37,30,3090,Partly Cloudy / Windy,,,10,37,33,30.11,10,26,350,N,31,23,,,,0,,Low,26,1,,,,,SCT,,,,,,,,,
KDCA,observation,1451947920,KDCA,Washington/Natl,1451940720,D,34,28,2800,Mostly Cloudy,1,Rising Rapidly,8,34,34,30.15,10,23,330,NNW,32,18,,,,0,,Low,23,1,,,,,BKN,,,,,,,,,
KDCA,observation,1451951520,KDCA,Washington/Natl,1451944320,D,32,28,2890,Mostly Cloudy / Windy,,,7,32,35,30.19,10,19,360,N,33,24,,,,0,,Low,19,1,,,,,BKN,,,,,,,,,
KDCA,observation,1451955120,KDCA,Washington/Natl,1451947920,N,31,33,3300,Fair,,,5,31,33,30.23,10,19,320,NW,26,17,,,,0,,Low,19,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451958720,KDCA,Washington/Natl,1451951520,N,30,33,3390,Fair / Windy,1,Rising,5,30,35,30.27,10,17,340,NNW,29,21,,,,0,,Low,17,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451962320,KDCA,Washington/Natl,1451955120,N,28,33,3390,Fair / Windy,,,5,28,38,30.3,10,14,350,N,33,24,,,,0,,Low,14,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451965920,KDCA,Washington/Natl,1451958720,N,27,33,3390,Fair / Windy,,,6,27,41,30.33,10,13,10,N,,21,,,,0,,Low,13,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451969520,KDCA,Washington/Natl,1451962320,N,26,33,3300,Fair,1,Rising Rapidly,4,26,39,30.37,10,12,350,N,35,20,,,,0,,Low,12,0,,,,,FEW,,,,,,,,,
KDCA,observation,1451973120,KDCA,Washington/Natl,1451965920,N,24,33,3300,Fair,,,4,24,42,30.41,10,10,360,N,29,18,,,,0,,Low,10,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451976720,KDCA,Washington/Natl,1451969520,N,22,33,3390,Fair / Windy,,,2,22,42,30.44,10,5,10,N,30,24,38,22,,0,,Low,5,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451980320,KDCA,Washington/Natl,1451973120,N,20,33,3390,Fair / Windy,1,Rising,1,20,44,30.46,10,3,350,N,30,23,,,,0,,Low,3,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451983920,KDCA,Washington/Natl,1451976720,N,19,33,3390,Fair / Windy,,,1,19,46,30.49,10,3,350,N,30,21,,,,0,,Low,3,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451987520,KDCA,Washington/Natl,1451980320,N,17,33,3300,Fair,,,0,17,47,30.51,10,1,350,N,,18,,,,0,,Low,1,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451991120,KDCA,Washington/Natl,1451983920,N,17,33,3390,Fair / Windy,1,Rising,1,17,50,30.52,10,0,340,NNW,28,22,,,,0,,Low,0,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451994720,KDCA,Washington/Natl,1451987520,N,16,33,3300,Fair,,,1,16,52,30.53,10,1,350,N,,15,,,,0,,Low,1,0,,,,,CLR,,,,,,,,,
KDCA,observation,1451998320,KDCA,Washington/Natl,1451991120,N,16,33,3300,Fair,,,2,16,54,30.56,10,1,340,NNW,,15,,,,0,,Low,1,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452001920,KDCA,Washington/Natl,1451994720,N,16,33,3300,Fair,1,Rising Rapidly,2,16,54,30.58,10,1,340,NNW,,16,,,,0,,Low,1,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452005520,KDCA,Washington/Natl,1451998320,D,17,34,3400,Fair,,,3,17,54,30.6,10,4,340,NNW,,13,,,,0,,Low,4,1,,,,,CLR,,,,,,,,,
KDCA,observation,1452009120,KDCA,Washington/Natl,1452001920,D,19,34,3400,Fair,,,3,19,50,30.63,10,5,360,N,,15,,,,0,,Low,5,1,,,,,CLR,,,,,,,,,
KDCA,observation,1452012720,KDCA,Washington/Natl,1452005520,D,22,34,3400,Fair,1,Rising Rapidly,3,22,44,30.66,10,11,360,N,,10,,,,0,,Low,11,1,,,,,CLR,,,,,,,,,
KDCA,observation,1452016320,KDCA,Washington/Natl,1452009120,D,25,34,3400,Fair,,,3,25,39,30.67,10,15,340,NNW,,10,,,,0,,Low,15,2,,,,,CLR,,,,,,,,,
KDCA,observation,1452019920,KDCA,Washington/Natl,1452012720,D,28,34,3400,Fair,,,4,28,36,30.65,10,20,330,NNW,,8,,,,0,,Low,20,2,,,,,CLR,,,,,,,,,
KDCA,observation,1452023520,KDCA,Washington/Natl,1452016320,D,30,34,3400,Fair,2,Falling Rapidly,3,30,32,30.63,10,24,350,N,,6,,,,0,,Low,24,2,,,,,CLR,,,,,,,,,
KDCA,observation,1452027120,KDCA,Washington/Natl,1452019920,D,33,34,3400,Fair,,,4,33,29,30.61,10,26,330,NNW,,8,,,,0,,Low,26,2,,,,,CLR,,,,,,,,,
KDCA,observation,1452030720,KDCA,Washington/Natl,1452023520,D,33,34,3400,Fair,,,4,33,29,30.6,10,27,320,NW,,7,,,,0,,Low,27,1,,,,,CLR,,,,,,,,,
KDCA,observation,1452034320,KDCA,Washington/Natl,1452027120,D,33,34,3400,Fair,0,Steady,3,33,28,30.62,10,33,,VAR,,3,,,,0,,Low,33,1,,,,,CLR,,,,,,,,,
KDCA,observation,1452037920,KDCA,Washington/Natl,1452030720,D,32,34,3400,Fair,,,3,32,29,30.63,10,32,310,NW,,3,,,,0,,Low,32,1,,,,,CLR,,,,,,,,,
KDCA,observation,1452041520,KDCA,Washington/Natl,1452034320,N,31,33,3300,Fair,,,5,31,33,30.63,10,23,310,NW,,8,,,,0,,Low,23,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452045120,KDCA,Washington/Natl,1452037920,N,30,33,3300,Fair,1,Rising Rapidly,6,30,36,30.65,10,22,310,NW,,8,,,,0,,Low,22,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452048720,KDCA,Washington/Natl,1452041520,N,28,33,3300,Fair,,,6,28,39,30.65,10,22,340,NNW,,6,,,,0,,Low,22,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452052320,KDCA,Washington/Natl,1452045120,N,28,33,3300,Fair,,,6,28,39,30.65,10,22,340,NNW,,6,,,,0,,Low,22,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452055920,KDCA,Washington/Natl,1452048720,N,28,33,3300,Fair,2,Falling Rapidly,8,28,43,30.64,10,28,,CALM,,0,,,,0,,Low,28,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452059520,KDCA,Washington/Natl,1452052320,N,27,33,3300,Fair,,,10,27,49,30.63,10,27,240,WSW,,3,,,,0,,Low,27,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452063120,KDCA,Washington/Natl,1452055920,N,27,33,3300,Fair,,,12,27,53,30.63,10,27,,CALM,,0,34,16,,0,,Low,27,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452066720,KDCA,Washington/Natl,1452059520,N,24,33,3300,Fair,2,Falling Rapidly,14,24,65,30.62,10,24,,CALM,,0,,,,0,,Low,24,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452070320,KDCA,Washington/Natl,1452063120,N,22,33,3300,Fair,,,13,22,68,30.62,10,22,240,WSW,,3,,,,0,,Low,22,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452073920,KDCA,Washington/Natl,1452066720,N,22,33,3300,Fair,,,13,22,68,30.62,10,16,240,WSW,,5,,,,0,,Low,16,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452077520,KDCA,Washington/Natl,1452070320,N,22,33,3300,Fair,2,Falling Rapidly,14,22,72,30.61,10,22,220,SW,,3,,,,0,,Low,22,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452081120,KDCA,Washington/Natl,1452073920,N,22,33,3300,Fair,,,12,22,66,30.61,10,22,,CALM,,0,,,,0,,Low,22,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452084720,KDCA,Washington/Natl,1452077520,N,21,33,3300,Fair,,,14,21,74,30.61,10,21,250,WSW,,3,,,,0,,Low,21,0,,,,,CLR,,,,,,,,,
KDCA,observation,1452088320,KDCA,Washington/Natl,1452081120,N,22,27,2700,Mostly Cloudy,2,Falling Rapidly,13,22,68,30.6,10,22,350,N,,3,,,,0,,Low,22,0,,,,,BKN,,,,,,,,,
KDCA,observation,1452091920,KDCA,Washington/Natl,1452084720,D,23,28,2800,Mostly Cloudy,,,16,23,74,30.59,10,17,40,NE,,5,,,,0,,Low,17,1,,,,,BKN,,,,,,,,,
KDCA,observation,1452095520,KDCA,Washington/Natl,1452088320,D,26,30,3000,Partly Cloudy,,,18,26,71,30.6,10,26,70,ENE,,3,,,,0,,Low,26,1,,,,,SCT,,,,,,,,,
KDCA,observation,1452099120,KDCA,Washington/Natl,1452091920,D,28,34,3400,Fair,1,Rising Rapidly,17,28,63,30.61,10,28,160,SSE,,3,,,,0,,Low,28,1,,,,,FEW,,,,,,,,,
